con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL,canonical_id,in_filter,legislation_id,matched_keywords
105_s.amdt.2964,s.amdt.2964,105,S.Amdt.2964 to S.2132,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/2964?s=6&r=879,,False,,
105_s.amdt.3124,s.amdt.3124,105,S.Amdt.3124 to S.2132,5.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/3124?s=6&r=719,,False,,
105_s.amdt.3419,s.amdt.3419,105,S.Amdt.3419 to S.Amdt.3124,5.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/3419?s=6&r=424,,False,,
105_s.amdt.396,s.amdt.396,105,S.Amdt.396 to S.903,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/396?s=6&r=396,,False,,
105_s.amdt.398,s.amdt.398,105,S.Amdt.398 to S.903,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/398?s=6&r=398,,False,,
105_s.amdt.403,s.amdt.403,105,S.Amdt.403 to S.903,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/403?s=6&r=403,,False,,
105_s.amdt.404,s.amdt.404,105,S.Amdt.404 to S.903,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/404?s=6&r=404,,False,,
105_s.amdt.406,s.amdt.406,105,S.Amdt.406 to S.903,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/406?s=6&r=406,,False,,
105_s.amdt.763,s.amdt.763,105,S.Amdt.763 to S.936,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/763?s=6&r=763,,False,,
105_s.amdt.884,s.amdt.884,105,S.Amdt.884 to S.955,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/884?s=6&r=884,,False,,
105_s.amdt.890,s.amdt.890,105,S.Amdt.890 to S.955,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/890?s=6&r=890,,False,,
105_s.amdt.906,s.amdt.906,105,S.Amdt.906 to S.955,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/105th-congress/senate-amendment/906?s=6&r=906,,False,,
105_s.con.res.101,s.con.res.101,105,A concurrent resolution expressing the sense of the Congress that the President of the United States should reconsider his decision to be formally received in Tiananmen Square by the Government of the People s Republic of China.,7.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/101?s=3&r=30,105_s.con.res.101,True,105_s.con.res.101,china|chinese|people's republic of china
105_s.con.res.103,s.con.res.103,105,A concurrent resolution expressing the sense of the Congress in support of the recommendations of the International Commission of Jurists on Tibet and on United States policy with regard to Tibet.,11.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/103?s=3&r=28,105_s.con.res.103,True,105_s.con.res.103,china|chinese|people's republic of china|beijing
105_s.con.res.107,s.con.res.107,105,A concurrent resolution affirming U.S. commitments under the Taiwan Relations Act.,28.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/107?s=3&r=24,105_s.con.res.107,True,105_s.con.res.107,china|people's republic of china
105_s.con.res.121,s.con.res.121,105,"A concurrent resolution expressing the sense of Congress that the President should take all necessary measures to respond to the increase in steel imports resulting from the financial crises in Asia, the independent States of the former Soviet Union, Russia, and other areas of the world, and for other purposes.",30.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/121?s=6&r=10,105_s.con.res.121,False,,
105_s.con.res.15,s.con.res.15,105,A concurrent resolution expressing the sense of Congress that the United States support the accession of Taiwan to the World Trade Organization.,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/15?s=6&r=116,105_s.con.res.15,False,,
105_s.con.res.30,s.con.res.30,105,"A concurrent resolution expressing the sense of the Congress that the rules of multilateral economic institutions, including the International Monetary Fund and the International Bank for Reconstrction and Development, should be amended to allow membership for the Republic of China on Taiwan and other qualified economies.",39.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/30?s=6&r=101,105_s.con.res.30,True,105_s.con.res.30,china
105_s.con.res.38,s.con.res.38,105,"A concurrent resolution to state the sense of the Congress regarding the obligations of the People s Republic of China under the Joint Declaration and the Basic Law to ensure that Hong Kong remains autonomous, the human rights of t",11.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/38?s=3&r=93,105_s.con.res.38,True,105_s.con.res.38,china|people's republic of china|beijing
105_s.con.res.51,s.con.res.51,105,A concurrent resolution expressing the sense of Congress regarding elections for the legislature of the Hong Kong Special Administrative Region.,12.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/51?s=6&r=80,105_s.con.res.51,False,,
105_s.con.res.53,s.con.res.53,105,"A concurrent resolution commending Dr. Jason C. Hu, Representative of the Taipei Economic and Cultural Representative Office in the United States.",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/53?s=6&r=78,105_s.con.res.53,False,,
105_s.con.res.57,s.con.res.57,105,A concurrent resolution expressing the policy of Congress regarding the state visit of President Jiang Zemin of the People s Republic of China.,3.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-concurrent-resolution/57?s=3&r=74,105_s.con.res.57,True,105_s.con.res.57,china|chinese|people's republic of china
105_s.j.res.31,s.j.res.31,105,A joint resolution disapproving the extension of nondiscriminatory treatment (most-favored-nation treatment) to the products of the People's Republic of China.,4.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-joint-resolution/31?s=6&r=30,105_s.j.res.31,True,105_s.j.res.31,china|people's republic of china
105_s.res.105,s.res.105,105,A resolution expressing the sense of the Senate that the people of the United States wish the people of Hong Kong good fortune as they embark on their historic transition of sovereignty from Great Britain to the People's Republic of China.,12.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/105?s=6&r=105,105_s.res.105,True,105_s.res.105,china|people's republic of china
105_s.res.114,s.res.114,105,A resolution expressing the sense of the Senate that the transfer of Hong Kong to the People's Republic of China not alter the current or future status of Taiwan as a free and democratic country.,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/114?s=6&r=114,105_s.res.114,True,105_s.res.114,china|prc|people's republic of china
105_s.res.125,s.res.125,105,"A resolution commending Dr. Jason C. Hu, Representative of the Taipei Economic and Cultural Representative Office in the United States.",1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/125?s=6&r=125,105_s.res.125,False,,
105_s.res.127,s.res.127,105,A resolution expressing the sense of the Senate regarding the planned state visit to the United States by the President of the People's Republic of China.,3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/127?s=6&r=127,105_s.res.127,True,105_s.res.127,china|prc|people's republic of china
105_s.res.149,s.res.149,105,A resolution expressing the sense of the Senate regarding the state visit to the United States of the President of the People's Republic of China.,8.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/149?s=6&r=166,105_s.res.149,True,105_s.res.149,china|people's republic of china
105_s.res.187,s.res.187,105,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,13.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/187?s=6&r=128,105_s.res.187,True,105_s.res.187,china|people's republic of china
105_s.res.19,s.res.19,105,A resolution expressing the sense of the Senate regarding United States opposition to the prison sentence of Tibetan ethnomusicologist Ngawang Choephel by the Government of the People's Republic of China.,26.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/19?s=7&r=296,105_s.res.19,True,105_s.res.19,china|people's republic of china
105_s.res.212,s.res.212,105,"A resolution expressing the sense of the Senate that at the upcoming United States-China summit the President should demand the release of all persons remaining imprisoned in China and Tibet for political or religious reasons, and for other purposes.",6.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/212?s=6&r=103,105_s.res.212,True,105_s.res.212,china|chinese
105_s.res.238,s.res.238,105,A resolution expressing the sense of the Senate regarding human rights conditions in China and Tibet.,5.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/238?s=6&r=77,105_s.res.238,True,105_s.res.238,china|chinese
105_s.res.242,s.res.242,105,"A resolution expressing the sense of the Senate that the President should not go to China until certain aspects of United States policy toward China in the areas of national security, trade, and human rights have been clarified and outstanding questions surrounding the export of United States satellite and missile technology have been answered.",1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/242?s=6&r=73,105_s.res.242,True,105_s.res.242,china|chinese
105_s.res.244,s.res.244,105,A resolution expressing the sense of the Senate on the ninth anniversary of the massacre of pro-democracy demonstrators on Tiananmen Square by military forces acting under orders from the Government of the People's Republic of China,3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/244?s=6&r=71,105_s.res.244,True,105_s.res.244,china|people's republic of china
105_s.res.82,s.res.82,105, A resolution expressing the sense of the Senate to urge the Clinton Administration to enforce the provisions of the Iran-Iraq Arms Non-Proliferation Act of 1992 with respect to the acquisition by Iran of C-802 cruise missiles.,13.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/105th-congress/senate-resolution/82?s=6&r=233,105_s.res.82,False,,
106_s.1059,s.1059,106,National Defense Authorization Act for Fiscal Year 2000,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1059,106_s.1059,True,106_s.1059,china|chinese|people's republic of china|people's liberation army
106_s.1060,s.1060,106,National Defense Authorization Act for Fiscal Year 2000,0.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1059?s=9&r=2229,106_s.1060,True,106_s.1060,china|people's republic of china
106_s.1062,s.1062,106,Department of Energy National Security Act for Fiscal Year 2000,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/106th-congress/senate-bill/1062,106_s.1062,True,106_s.1062,china
106_s.1234,s.1234,106,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2000",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1234,106_s.1234,True,106_s.1234,china
106_s.1352,s.1352,106,North Korea Threat Reduction Act of 1999,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1352,106_s.1352,True,106_s.1352,china|people's republic of china
106_s.1430,s.1430,106,United States-Macau Policy Act of 1999,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1430,106_s.1430,True,106_s.1430,china|people's republic of china
106_s.1636,s.1636,106,HOPE for Africa Act of 1999,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1636?s=7&r=1652,106_s.1636,True,106_s.1636,china
106_s.1712,s.1712,106,Export Administration Act of 1999,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/1712,106_s.1712,True,106_s.1712,china
106_s.2115,s.2115,106,China-World Trade Organization Compliance Act,6.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2115,106_s.2115,True,106_s.2115,china|chinese|people's republic of china
106_s.2277,s.2277,106,A bill to terminate the application of title IV of the Trade Act of 1974 with respect to the People's Republic of China.,25.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2277,106_s.2277,True,106_s.2277,china|people's republic of china
106_s.2522,s.2522,106,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2001",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2522,106_s.2522,True,106_s.2522,china
106_s.2548,s.2548,106,"Securing Heightened Opportunities for Workers, Manufacturers, and Agriculture Exporters Act",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2548,106_s.2548,True,106_s.2548,china|people's republic of china
106_s.2574,s.2574,106,Workers  Rights Principles for United States Businesses in China Act,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2574,106_s.2574,True,106_s.2574,china|people's republic of china
106_s.2645,s.2645,106,China Nonproliferation Act,18.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2645,106_s.2645,True,106_s.2645,china|chinese|people's republic of china
106_s.2687,s.2687,106,Russian Anti-Ship Missile Nonproliferation Act of 2000,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/106th-congress/senate-bill/2687,106_s.2687,True,106_s.2687,china
106_s.2801,s.2801,106,Chinese News Agency Divestiture Act of 2000,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2801,106_s.2801,True,106_s.2801,china|chinese|people's republic of china|xinhua
106_s.2943,s.2943,106,Assistance for International Malaria Control Act,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/2943,106_s.2943,True,106_s.2943,china|people's republic of china
106_s.484,s.484,106,Bring Them Home Alive Act of 2000,35.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/484?s=1&r=2804,106_s.484,True,106_s.484,china|chinese
106_s.693,s.693,106,Taiwan Security Enhancement Act,21.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/693,106_s.693,True,106_s.693,china
106_s.742,s.742,106,A bill to clarify the requirements for the accession to the World Trade Organization of the People s Republic of China.,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/742,106_s.742,True,106_s.742,china|people's republic of china
106_s.743,s.743,106,"A bill to require prior congressional approval before the United States supports the admission of the People s Republic of China into the World Trade Organization, and to provide for the withdrawal of the United States from the World Trad",1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/743,106_s.743,True,106_s.743,china|people's republic of china
106_s.886,s.886,106,"Admiral James W. Nance Foreign Relations Authorization Act, Fiscal Years 2000 and 2001",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/886,106_s.886,True,106_s.886,china|chinese|people's republic of china|beijing|shanghai|guangzhou
106_s.89,s.89,106,People s Republic of China Policy Act of 1999,5.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/89,106_s.89,True,106_s.89,china|chinese|prc|people's republic of china|beijing|shanghai|guangzhou
106_s.965,s.965,106,United Nations Population Fund (UNFPA) Funding Act of 1999,11.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-bill/965,106_s.965,True,106_s.965,china
106_s.amdt.3555,s.amdt.3555,106,S.Amdt.3555 to S.2522,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/106th-congress/senate-amendment/3555?s=9&r=813,,False,,
106_s.amdt.3767,s.amdt.3767,106,S.Amdt.3767 to S.2549,8.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/106th-congress/senate-amendment/3767,,False,,
106_s.amdt.89,s.amdt.89,106,S.Amdt.89 to S.544,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/106th-congress/senate-amendment/89?s=10&r=4279,,False,,
106_s.con.res.101,s.con.res.101,106,Budget resolution FY2001,0.0,0.0,1.0,,Unavailable,0,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/101?s=3&r=62,106_s.con.res.101,True,106_s.con.res.101,china|chinese
106_s.con.res.140,s.con.res.140,106,A concurrent resolution expressing the sense of Congress regarding high-level visits by Taiwanese officials to the United States,8.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/140?s=3&r=23,106_s.con.res.140,False,,
106_s.con.res.17,s.con.res.17,106,A concurrent resolution concerning the 20th Anniversary of the Taiwan Relations Act.,10.0,0.0,1.0,,Unavailable,0,,106_s.con.res.17,True,106_s.con.res.17,china|chinese|people's republic of china
106_s.con.res.59,s.con.res.59,106,"A concurrent resolution urging the President to negotiate a new base rights agreement with the Government of Panama in order for United States Armed Forces to stationed in Panama after December 31, 1999.",4.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/59?s=5&r=59,106_s.con.res.59,False,,
106_s.con.res.61,s.con.res.61,106,A concurrent resolution expressing the sense of the Congress regarding a continued United States security presence in Panama and a review of the contract bidding process for the Balboa and Cristobal port facilities on each end of the Panama Canal.,11.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/61?s=5&r=61,106_s.con.res.61,False,,
106_s.con.res.78,s.con.res.78,106,"A concurrent resolution expressing the sense of the Congress that, the Government of the People s Republic of China should immediately release from prison and drop all criminal charges against Yongyi Song, and should guarantee in t",8.0,0.0,1.0,,Unavailable,1,,106_s.con.res.78,True,106_s.con.res.78,china|people's republic of china
106_s.con.res.81,s.con.res.81,106,"A concurrent resolution expressing the sense of the Congress that the Government of the People s Republic of China should immediately release Rabiya Kadeer, her secretary, and her son, and permit them to move to the United States i",16.0,0.0,1.0,,Unavailable,1,,106_s.con.res.81,True,106_s.con.res.81,china|people's republic of china
106_s.con.res.99,s.con.res.99,106,"A concurrent resolution congratulating the people of Taiwan for the successful conclusion of presidential elections on March 18, 2000, and reaffirming United States policy toward Taiwan and the People s Republic of China.",0.0,0.0,1.0,,Unavailable,1,,106_s.con.res.99,True,106_s.con.res.99,china|people's republic of china
106_s.j.res.27,s.j.res.27,106,A joint resolution disapproving the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of the People's Republic of China.,3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-joint-resolution/27?s=5&r=27,106_s.j.res.27,True,106_s.j.res.27,china|people's republic of china
106_s.j.res.37,s.j.res.37,106,"A joint resolution urging the President to negotiate a new base rights agreement with the Government of Panama in order for United States Armed Forces to be stationed in Panama after December 31, 1999.",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-joint-resolution/37?s=5&r=37,106_s.j.res.37,False,,
106_s.res.103,s.res.103,106,"A resolution concerning the tenth anniversary of the Tiananmen Square massacre of June 4, 1989, in the People's Republic of China.",13.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/103?s=5&r=103,106_s.res.103,True,106_s.res.103,china|chinese|people's republic of china
106_s.res.107,s.res.107,106,A resolution to establish a Select Committee on Chinese Espionage.,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/107?s=5&r=107,106_s.res.107,True,106_s.res.107,china|chinese
106_s.res.217,s.res.217,106,"A resolution relating to the freedom of belief, expression, and association in the People's Republic of China.",11.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/217?s=5&r=217,106_s.res.217,True,106_s.res.217,china|chinese|people's republic of china
106_s.res.252,s.res.252,106,"A resolution expressing the sense of the Senate that Rebiya Kadeer, her family member and business associate, should be released by the People's Republic of China.",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/252/text?s=5&r=252,106_s.res.252,True,106_s.res.252,china|people's republic of china
106_s.res.26,s.res.26,106,A resolution relating to Taiwan's Participation in the World Health Organization.,21.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/26?s=5&r=26,106_s.res.26,False,,
106_s.res.27,s.res.27,106,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/27?s=5&r=27,106_s.res.27,True,106_s.res.27,china|people's republic of china
106_s.res.271,s.res.271,106,A resolution regarding the human rights situation in the People's Republic of China.,8.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/271?s=5&r=123,106_s.res.271,True,106_s.res.271,china|people's republic of china
106_s.res.45,s.res.45,106,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,23.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/45?s=5&r=45,106_s.res.45,True,106_s.res.45,china|people's republic of china
107_s.1077,s.1077,107,"Supplemental Appropriations Act, 2001",0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1077?s=7&r=7872,107_s.1077,True,107_s.1077,china|people's republic of china
107_s.1215,s.1215,107,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 2002",0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1215?s=7&r=7734,107_s.1215,True,107_s.1215,china|people's republic of china
107_s.1307,s.1307,107,China Free Enterprise Act of 2001,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1307?s=7&r=7642,107_s.1307,True,107_s.1307,china|chinese|people's republic of china
107_s.1372,s.1372,107,Export-Import Bank Reauthorization Act of 2002,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1372?s=5&r=1372,107_s.1372,True,107_s.1372,china
107_s.1398,s.1398,107,"Treasury and General Government Appropriations Act, 2002",0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1398?s=5&r=1398,107_s.1398,True,107_s.1398,china|chinese
107_s.1401,s.1401,107,"Foreign Relations Authorization Act, Fiscal Years 2002 and 2003",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1401?s=7&r=7548,107_s.1401,True,107_s.1401,china|chinese|people's republic of china
107_s.1438,s.1438,107,National Defense Authorization Act for Fiscal Year 2002,0.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1438?s=5&r=1438,107_s.1438,True,107_s.1438,china|people's republic of china
107_s.149,s.149,107,Export Administration Act of 2001,14.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/149?s=7&r=8800,107_s.149,True,107_s.149,china|people's republic of china
107_s.1636,s.1636,107,United States-Taiwan Free Trade Agreement Act of 2001,0.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1636?s=5&r=1636,107_s.1636,False,,
107_s.1932,s.1932,107,"A bill to require a United States plan to endorse and obtain observer status for Taiwan at the annual summit of the World Health Assembly in May 2002 in Geneva, Switzerland, and for other purposes.",0.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1932?s=5&r=1932,107_s.1932,False,,
107_s.2506,s.2506,107,Intelligence Authorization Act for Fiscal Year 2003,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/2506?s=7&r=6443,107_s.2506,True,107_s.2506,china
107_s.2779,s.2779,107,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2003",0.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/2779?s=5&r=2779,107_s.2779,True,107_s.2779,china|people's republic of china
107_s.3093,s.3093,107,Global Internet Freedom Act,1.0,1.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/3093?s=5&r=3093,107_s.3093,False,,
107_s.852,s.852,107,Tibetan Policy Act of 2001,20.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/852?s=7&r=8097,107_s.852,True,107_s.852,china|people's republic of china
107_s.amdt.1916,s.amdt.1916,107,S.Amdt.1916 to H.R.2506,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/107th-congress/senate-amendment/1916?s=5&r=1916,,False,,
107_s.amdt.4160,s.amdt.4160,107,S.Amdt.4160 to S.2514,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/107th-congress/senate-amendment/4160?s=5&r=4160,,False,,
107_s.con.res.114,s.con.res.114,107,"A Concurrent Resolution expressing the sense of Congress regarding North Korean refugees in China and those who are returned to North Korea where they face torture, imprisonment, and execution.",1.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/114?s=3&r=47,107_s.con.res.114,True,107_s.con.res.114,china|chinese
107_s.con.res.123,s.con.res.123,107,"A concurrent resolution expressing the sense of Congress that the future of Taiwan should be resolved peacefully, through a democratic mechanism, with the express consent of the people of Taiwan and free from outside threats, intimidation, or interference.",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/123?s=5&r=123,107_s.con.res.123,False,,
107_s.con.res.27,s.con.res.27,107,"A concurrent resolution expressing the sense of Congress that the 2008 Olympic Games should not be held in Beijing unless the Government of the People s Republic of China releases all political prisoners, ratifies the International",3.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/27?s=3&r=134,107_s.con.res.27,True,107_s.con.res.27,china|chinese|people's republic of china|beijing
107_s.con.res.38,s.con.res.38,107,A concurrent resolution recognizing the fo,3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/38?s=5&r=38,107_s.con.res.38,False,,
107_s.con.res.98,s.con.res.98,107,A concurrent resolution commemorating the 30th anniversary of the inauguration of Sino-American relations and the sale of the first commercial jet aircraft to China.,2.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/98?s=3&r=63,107_s.con.res.98,True,107_s.con.res.98,china|people's republic of china
107_s.res.128,s.res.128,107,"A resolution calling on the Government of the People's Republic of China to immediately and unconditionally release all American scholars of Chinese ancestry being held in detention, calling on the President of the United States to continue working on behalf of the detained scholars for their release, and for other purposes.",8.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/128?s=5&r=128,107_s.res.128,True,107_s.res.128,china|chinese|people's republic of china
107_s.res.22,s.res.22,107,"A resolution urging the appropriate representative of the United States to the United Nations Commission on Human Rights to introduce at the annual meeting of the Commission a resolution calling upon the Peoples Republic of China to end its human rights violations in China and Tibet, and for other purposes.",3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/22?s=5&r=22,107_s.res.22,True,107_s.res.22,china|people's republic of china
107_s.res.252,s.res.252,107,"A resolution expressing the sense of the Senate regarding human rights violations in Tibet, the Panchen Lama, and the need for dialogue between the Chinese leadership and the Dalai Lama or his representatives.",1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/252?s=5&r=252,107_s.res.252,True,107_s.res.252,china|chinese|people's republic of china
107_s.res.66,s.res.66,107,A resolution expressing the sense of the Senate regarding the release of twenty-four United States military personnel currently being detained by the People's Republic of China.,76.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/66?s=5&r=66,107_s.res.66,True,107_s.res.66,china|chinese|people's republic of china
